業績

コード,年度,売上高,営業利益,経常利益,純利益,EPS,ROE,ROA
6937,2025/03,84818000000,5500000000,5726000000,2244000000,68.46,5.63,3.27
6941,2025/03,45298813000,8225046000,7689163000,5240971000,259.47,13.26,9.82
6942,2025/03,8360193000,344821000,-47895000,95334000,20.79,3.15,1.28
6943,2025/03,7564435000,-452477000,-394932000,-404091000,-491.14,-,-
6946,2025/03,20122000000,2796000000,2711000000,1964000000,124.37,14.07,7.3
6947,2025/03,40736000000,5392252000,5936000000,5226000000,236.98,13.08,8.26
6951,2025/03,196695000000,35501000000,34424000000,18688000000,365.54,13.68,8.4
6952,2025/03,261757000000,14236000000,14131000000,8064000000,35.22,3.68,2.43
6954,2025/03,797129000000,158846000000,196738000000,147557000000,157.31,8.56,7.62
6955,2025/03,63171000000,1394000000,1261000000,536000000,15.53,3.29,1.16
6957,2025/03,34028000000,5442000000,5428000000,3749000000,248.06,10.16,8.42
6958,2025/03,95486000000,3807000000,5533000000,3789000000,53.18,4.79,2.55
6960,2025/03,139007000000,25874000000,26633000000,18605000000,645.38,10.24,8.41
6961,2025/03,38069000000,5287000000,5446000000,3943000000,446.39,7.13,6.28
6962,2025/03,38620931000,915023000,412485000,285588000,8.87,0.77,0.32
6963,2025/03,448466000000,-40061000000,-29698000000,-50065000000,-129.71,-,-
6964,2025/03,16838185000,546070000,815713000,569572000,64.19,3.65,2.58
6965,2025/09,212051000000,16163000000,18802000000,14203000000,47.32,4.42,3.12
6966,2026/01,218329000000,12651000000,13815000000,3151000000,17.24,2.78,1.31
6967,2025/03,-,-,-,-,132.29,6.31,4.5
6969,2025/03,4545178000,491164000,460065000,449974000,140.3,16.31,6.83
6971,2025/03,2014454000000,27299000000,-,24097000000,17.11,0.75,0.53
6973,2025/03,57709302000,974249000,1165110000,1719233000,571.54,9.05,4.54
6976,2025/03,341438000000,10459000000,10517000000,2328000000,18.67,0.73,0.41
6977,2025/12,5905941000,-109824000,-136416000,-376511000,-304.32,-,-
6981,2025/03,1743352000000,279702000000,-,233818000000,125.11,9.06,7.72
6982,2025/03,4186015000,-90693000,-39484000,-104999000,-40.53,-,-
6986,2025/03,48116000000,-1292000000,-206000000,-281000000,-6.62,-,-
6988,2025/03,1013878000000,185667000000,-,137237000000,195.74,13.14,10.38
6989,2025/03,43185000000,2600000000,2849000000,2194000000,270.68,9.66,5.08
6993,2025/03,10232047000,-904499000,-1076915000,-968055000,-6.58,-,-
6994,2025/03,27346000000,1990786000,1797000000,1194000000,47.28,5.11,3.11
6995,2025/03,617660000000,35439000000,34479000000,27808000000,328.33,8.8,5.44
6996,2025/03,175751000000,5203000000,7511000000,5877000000,86.03,5.32,3.05
6997,2025/03,122684000000,3740000000,1568000000,37000000,1.73,0.07,0.02
6998,2025/03,12392000000,689000000,952000000,676000000,139.43,5.39,3.83
6999,2025/03,64120000000,1176000000,1243000000,260000000,7.01,0.33,0.18
7003,2025/03,315112000000,23130000000,27756000000,39074000000,387.31,23.01,8.7
7004,2025/03,610523000000,26946000000,24329000000,22103000000,131.33,11.67,3.63
7011,2025/03,4361127000000,314300000000,-,245447000000,73.04,10.46,3.69
7012,2025/03,2129321000000,124574000000,-,88001000000,525.44,12.52,2.92
7013,2025/03,1626831000000,143517000000,-,112740000000,106.41,23.4,5.03
7014,2025/03,159227000000,29466000000,29504000000,26245000000,378.35,25.13,12.56
7018,2025/03,44648000000,1415000000,1177000000,1017000000,600.04,9.37,2.39
7021,2025/03,9850000000,270069000,216000000,241000000,122.43,2.15,1.49
7022,2025/03,25006000000,1065000000,1073000000,1182000000,35.57,11.67,4.27
7030,2025/09,35127000000,2170000000,2218000000,1087000000,61.71,10.93,4.83
7031,2025/03,2544543000,21387000,15851000,-414576000,-169.34,-,-
7033,2025/12,23066816000,2742683000,2741781000,1798654000,111.86,30.39,20.57
7034,2025/10,12302688000,4945304000,4947609000,205842000,18.85,3.03,1.43
7035,2025/08,3209000000,-270051000,-266000000,-326000000,-28.95,-,-
7036,2025/12,1594782000,155752000,180936000,-449587000,-116.36,-,-
7037,2025/12,18129000000,631000000,604000000,110000000,24.08,6.1,1.05
7038,2025/12,13489533000,-335066000,-664436000,-1106548000,-94.09,-,-
7039,2025/12,8564871000,873707000,865946000,536407000,149.24,11.43,9.55
7040,2025/03,13856017000,1305385000,1410422000,835463000,136.44,12.65,2.31
7041,2025/09,16420175000,279393000,210863000,153323000,27.73,5.25,1.69
7042,2025/03,3594937000,230763000,216028000,188644000,65.04,15.93,8.1
7043,2025/12,3637843000,354035000,357823000,242210000,95.12,17.15,10.08
7044,2025/12,15731198000,40536000,231742000,199286000,27.88,34.84,4.75
7046,2025/03,2699081000,198773000,201371000,136557000,65.56,6.18,5
7047,2025/03,21963000000,2987000000,-,1887000000,142.44,22.17,8.3
7048,2025/12,4581627000,105125000,99426000,140537000,3.84,5.33,1.51
7049,2026/02,-,-,-,-,34.96,10.66,6.05
7050,2025/04,20335121000,1277678000,1267159000,876068000,98.44,9.85,6.05
7057,2025/03,8124229000,178517000,292966000,193686000,65.18,9.42,3.35
7058,2025/03,10151313000,484862000,542431000,-38704000,-26.71,-,-
7059,2025/03,30015113000,2763955000,2784339000,1820790000,47.73,22.06,13.94
7060,2025/03,25162448000,495539000,494535000,49795000,4.82,1.8,0.68
7061,2025/12,14168928000,849003000,550729000,278014000,33.08,7.56,1.47
7062,2025/03,7582581000,-105098000,-165566000,-244549000,-103.65,-,-
7063,2025/06,319062000,-561214000,-684530000,-715849000,-69.81,-,-
7064,2026/01,-,-,-,-,35.3,6.79,3.55
7065,2025/08,15354233000,277701000,749659000,336209000,43.89,3.68,1.53
7066,2025/09,6103869000,559086000,497445000,432354000,47.08,15.68,9.7
7067,2025/03,5028735000,110625000,119899000,76951000,49.49,6.49,3.7
7068,2025/05,4373000000,1592000000,1527000000,1002000000,39.67,31.18,13.09
7069,2025/09,7131164000,349563000,344859000,385969000,95.93,65.96,12.42
7071,2025/09,49174000000,6162000000,6343000000,3660000000,37.52,10.13,4.36
7072,2025/09,3363631000,227702000,229450000,153480000,47.32,10.14,7
7073,2026/01,-,-,-,-,140.6,12.14,4.15
7074,2025/11,2094682000,-177871000,-176921000,-209780000,-24.74,-,-
7075,2025/03,10548294000,610645000,594573000,372226000,53.58,22.93,7.36
7076,2025/09,1487676000,-22564000,-31314000,-51446000,-16.34,-,-
7077,2026/02,-,-,-,-,-150.79,-,-
7078,2025/03,4897245000,-366589000,-353793000,-1073835000,-106.99,-,-
7079,2025/03,5326810000,1306173000,1309576000,912899000,379.61,21.25,16.34
7080,2025/12,4784887000,1078874000,1082620000,783538000,107.28,32.24,20.16
7081,2025/12,34701560000,3005594000,2999684000,1937406000,175.15,15.41,9.44
7082,2025/12,1932044000,549593000,555601000,472234000,47.71,27.88,19.27
7083,2025/11,6660074000,108982000,127179000,1018000,0.49,0.09,0.02
7084,2025/03,13656500000,410583000,413641000,151558000,46.99,2.33,1
7085,2025/08,37566000000,6342000000,6481000000,4303000000,46.74,21.35,10.98
7086,2024/05,12126102000,1269425000,-,744784000,107.91,12.38,2.2
7087,2025/03,44578000000,1048000000,1213000000,710000000,111.45,8.79,3.92
7088,2025/03,34688000000,4201000000,4284000000,2884000000,55.08,22.33,15.36
7089,2025/03,3693767000,452969000,449248000,353748000,49.8,16.34,9.65
7090,2025/03,2872367000,-154729000,-186409000,-301000000,-202.46,-,-
7091,2025/03,19204574000,341271000,374243000,365591000,82.15,18.02,3.02
7092,2025/03,18009000000,3339000000,3324000000,2025000000,108.09,14.56,9.24
7093,2025/12,3696018000,2453000,18472000,-1900000,-1.01,-,-
7094,2025/03,19412000000,1005000000,1028000000,692000000,70.93,14.54,4.67
7095,2025/04,51675000000,5171000000,4576000000,3443000000,243.37,28.23,14.93
7096,2025/03,2679175000,418509000,428773000,385796000,37.67,14.68,5.14
7097,2025/07,18388000000,1139000000,1032000000,611000000,140.19,10.5,4.61
7102,2025/03,96340000000,6935000000,7297000000,6416000000,444.62,9.92,4.89
7105,2025/03,665594000000,20766000000,14860000000,8664000000,81.25,7,1.69
7110,2025/07,8490727000,1090997000,1111521000,716164000,97.17,13.47,11.37
7111,2025/03,18960000000,208000000,-,42000000,5.72,0.85,0.31
7112,2025/12,-,-,-,-,5.56,0.84,0.74
7114,2025/03,6866324000,167387000,169042000,142798000,31.62,6.23,4.44
7115,2025/12,58922469000,1468544000,1483442000,1031264000,106.21,15.29,5.19
7116,2025/03,5241044000,453881000,460043000,-163791000,-60.51,-,-
7118,2025/03,6376865000,206994000,250512000,180748000,136.48,24.88,8.29
7119,2025/03,33930000000,1068000000,-,623000000,57.02,7.6,2.98
7120,2025/03,16904476000,687690000,691573000,512872000,98.58,29.29,8.05
7122,2025/03,30257000000,232000000,339000000,560000000,81.39,1.67,0.95
7126,2025/07,11460350000,801738000,821348000,503146000,150.94,17.28,6.75
7127,2025/03,10089884000,-74556000,-100204000,-172203000,-24.16,-,-
7128,2025/12,-,-,-,-,79.81,2.62,1.63
7129,2025/03,23825724000,641173000,644682000,299868000,113.95,7.9,2.26
7130,2025/03,1006914000000,15781000000,17569000000,8540000000,308.16,9.58,2.14
7131,2025/10,7111932000,753445000,753838000,508265000,384.39,21.88,10.35
7133,2025/03,9984799000,1051676000,1022789000,719030000,101.12,30.32,10.2
7134,2025/03,13981821000,1044571000,1083608000,785873000,99.44,17.07,11.93
7135,2025/06,14045675000,65663000,4692000,-257983000,-6.91,-,-
7138,2025/03,3677329000,-260185000,-264558000,-445558000,-58.86,-,-
7140,2025/03,9032575000,228482000,207285000,128341000,68.86,10.47,3.88
7148,2025/09,129764000000,25417000000,26493000000,18156000000,216.17,31.82,14.31
7150,2025/03,10346000000,-,858000000,609000000,73.86,4.08,0.11
7157,2025/03,30081000000,-,-,5993000000,74.63,6.51,5.16
7161,2025/03,38274000000,-,2130000000,1563000000,58.44,1.9,0.06
7162,2025/03,20666678000,-176718000,-146051000,-146994000,-11.87,-,-
7163,2025/03,146521000000,-,38189000000,28127000000,186.55,16.55,0.25
7164,2025/03,56972000000,41974000000,44518000000,32089000000,236.54,13.44,6.52
7167,2025/03,360163000000,-,82801000000,58228000000,58.38,6.03,0.27
7172,2025/12,38738000000,18884000000,16625000000,10542000000,174.13,14.34,3.59
7173,2025/03,160872000000,-,41652000000,31361000000,1038.53,8.45,0.44
7175,2025/03,4186374000,986395000,1018017000,760709000,148.67,6.29,3.86
7177,2025/12,49518000000,15866000000,15257000000,10448000000,88.55,19.77,0.74
7180,2025/03,251292000000,-,42991000000,30368000000,70.19,4.32,0.23
7181,2025/03,6165335000000,-,170293000000,123472000000,107.52,3.81,0.21
7182,2025/03,2522052000000,-,584533000000,414324000000,114.6,4.58,0.18
7183,2025/03,5376184000,58215000,173858000,89580000,5.16,3.8,0.7
7184,2025/03,48513000000,-,18959000000,13354000000,208.94,8.76,0.84
7185,2025/03,10203549000,3064917000,3070411000,2229517000,365.95,11.3,1.9
7186,2025/03,399103000000,-,122764000000,82805000000,71.64,6.43,0.33
7187,2025/03,17269031000,3102498000,3097233000,2089102000,117.14,35.31,13.36
7189,2025/03,196415000000,-,45537000000,30982000000,221.37,5.66,0.23
7191,2025/03,10572954000,2329655000,2345366000,1360035000,60.79,19.55,12.08
7192,2025/03,7565785000,1400224000,1402626000,982664000,66.84,11.2,4.45
7196,2026/01,-,-,-,-,12.58,1.87,0.81
7198,2025/03,22292000000,-,-,1904000000,42.97,4.53,0.93
7199,2025/03,36409000000,6815000000,-,4651000000,122.6,24.58,2.51
7201,2025/03,12633214000000,69798000000,210168000000,-670898000000,-187.08,-,-
7202,2025/03,3235648000000,229461000000,248231000000,140062000000,190.78,8.39,4.24
7203,2025/03,48036704000000,4795586000000,-,4765086000000,359.56,13.26,5.09
7205,2025/03,1697229000000,57490000000,39310000000,-217753000000,-379.34,-,-
7208,2025/03,11117218000,755103000,814111000,540606000,105.73,4.71,3.36
7211,2025/03,2788232000000,138826000000,98602000000,40987000000,28.7,4.39,1.82
7212,2025/03,300831000000,5481000000,3047000000,-6925000000,-372.96,-,-
7213,2025/03,25931893000,3531888000,3483496000,2255463000,152.29,22.33,11.05
7214,2025/03,103712142000,1943063000,1767531000,592367000,111.66,2.56,0.67
7215,2025/03,79114000000,2359000000,2861000000,328000000,34.98,1.75,0.49
7217,2025/03,5344800000,317411000,391684000,247681000,24.67,3.99,3.08
7218,2025/03,40474435000,2704628000,3135451000,1788623000,185.33,7.44,4.09
7219,2025/08,8976620000,394807000,457602000,361443000,255.45,3.39,2.73
7220,2025/03,347196000000,19720000000,17981000000,7782000000,118.79,6.78,2.73
7222,2025/03,350508000000,5147000000,5847000000,3033000000,22.39,1.72,1.12
7224,2025/03,266441000000,13970000000,13536000000,8957000000,135.6,8,3.36
7226,2025/03,140449000000,6656000000,6890000000,5820000000,151.72,5.01,3.1
7227,2025/11,46356735000,2129107000,2167717000,1521413000,266.48,10.47,3.77
7228,2025/12,14376961000,1610940000,1658320000,1148821000,483.13,12.31,9.86
7229,2025/03,179213000000,6347000000,-,4548000000,306.92,4.45,2.7
7231,2025/03,300610000000,5300000000,6246000000,6387000000,281.13,4.72,2.27
7235,2025/03,34060230000,1714975000,1920633000,1422928000,151.12,6.48,4.32
7236,2025/03,159235000000,7316000000,8101000000,4250000000,653.78,8.73,4.36
7238,2025/03,161672000000,3124000000,-2271000000,168000000,1.01,0.34,0.13
7239,2025/03,285394000000,9625000000,10768000000,11310000000,329.91,11.75,6.58
7240,2025/03,766859000000,37264000000,48057000000,30320000000,184.8,5.24,3.37
7241,2025/03,707104000000,15178000000,13281000000,6208000000,69.38,5.28,1.98
7242,2025/03,438316000000,22671000000,-,14899000000,300,6.61,3.22
7244,2025/12,117089000000,5815000000,7566000000,6203000000,64.46,7.84,4.78
7245,2025/03,136303000000,7091000000,6820000000,2720000000,57.7,3.74,1.38
7246,2025/03,189883000000,9646000000,10279000000,6080000000,60.98,5.33,3.07
7247,2025/03,101428000000,3031000000,2845000000,1995000000,59.26,5.26,1.81
7250,2025/03,206129000000,13676000000,17273000000,13221000000,229.67,7.94,4.54
7254,2025/03,53915906000,4031239000,4391994000,2948112000,141.53,11.07,6.57
7255,2025/03,4964000000,163562000,225000000,211000000,59.99,4.34,2.86
7256,2025/03,218801000000,-289000000,-1288000000,-9182000000,-237.3,-,-
7259,2025/03,4896104000000,202941000000,-,107586000000,137.81,5.44,2.51
7261,2025/03,5018893000000,186125000000,188996000000,114079000000,181,6.37,2.79
7264,2025/03,22590057000,755180000,1062775000,486277000,80.48,2.2,1.59
7265,2025/10,8100115000,411189000,453004000,326533000,319.32,5.39,4.2
7266,2025/03,94341000000,393000000,511000000,2084000000,95.21,3.95,2.66
7267,2025/03,21688767000000,1213486000000,-,835837000000,178.93,6.78,2.72
7268,2024/03,7415178000,136767000,230961000,173489000,28.94,5.95,1.95
7269,2025/03,5825161000000,642851000000,622089000000,416050000000,215.66,14.01,6.94
7270,2025/03,4685763000000,405308000000,-,338062000000,458.03,12.45,6.64
7271,2025/03,31470000000,758000000,939000000,742000000,72.02,6.52,2
7272,2025/12,2534203000000,126373000000,-,16109000000,16.59,1.42,0.55
7273,2025/03,17736188000,39279000,33679000,44549000,2.89,0.65,0.27
7276,2025/03,916709000000,44873000000,49147000000,46240000000,156.49,7.37,5.2
7277,2025/03,54415000000,941000000,309000000,-1204000000,-42.26,-,-
7278,2025/03,309564000000,21845000000,-,12744000000,304.14,7.06,4.19
7279,2025/10,304123000000,3391000000,7272000000,8419000000,224.84,4.81,3.04
7280,2025/03,349353000000,20930000000,19788000000,11864000000,265.08,12.4,3.56
7282,2025/03,1059798000000,59844000000,-,36331000000,285.99,6.7,3.98
7283,2025/03,337259000000,18338000000,19292000000,13234000000,211.85,9.74,4.4
7284,2025/03,23250412000,505158000,435533000,452884000,129.43,3.77,1.81
7287,2025/03,316397000000,9584000000,-,6122000000,104.87,2.83,1.84
7291,2025/03,120591000000,2772000000,2006000000,56000000,2.96,0.16,0.07
7292,2025/03,109205000000,8861000000,9906000000,5943000000,513.6,6.68,5.14
7294,2025/03,178414000000,298000000,-2077000000,-13448000000,-551.41,-,-
7296,2025/03,256619000000,17329000000,-,15859000000,323.76,8.61,6.44
7297,2025/03,15523458000,300979000,377626000,-332080000,-47.08,-,-
7299,2025/03,25544048000,2616095000,2340354000,1546794000,151.54,5.08,4.18
7305,2025/03,42845000000,1641000000,1905000000,2128000000,195.82,6.84,4.09
7309,2025/12,466243000000,51677000000,47029000000,33991000000,388.17,3.91,3.62
7313,2025/03,460514000000,16428000000,-,8630000000,70.68,2.82,2
7314,2025/12,7672954000,155680000,200005000,96621000,30.31,2.32,1.32
7317,2025/03,9567398000,1953593000,2054964000,1560404000,73.38,22.51,14.31
7318,2025/03,25124596000,734596000,735103000,2088163000,115.63,26.14,6.48
7320,2025/06,6705733000,1620453000,1977122000,-628165000,-56.96,-,-
7322,2025/03,74913000000,-,11751000000,8653000000,332.52,4.2,0.19
7325,2025/06,9424658000,741621000,752723000,435448000,50.01,11.21,7.2
7326,2025/03,118463000000,-,9474000000,1988000000,80.1,4.69,0.91
7327,2025/03,194646000000,-,41112000000,29349000000,111.97,6.13,0.27
7330,2024/03,10309878000,1780621000,1797840000,1313461000,101.72,19.04,11.72
7337,2025/03,201368000000,-,52176000000,35835000000,118.56,7.1,0.3
7342,2024/12,-,-,-,-,8.83,1.75,0.78
7343,2025/03,5963620000,519610000,497522000,178661000,31.85,4.6,3.49
7345,2025/03,3797196000,-1982000,-3217000,-9735000,-3.01,-,-
7347,2025/12,7215726000,2515202000,2554070000,1684610000,87.07,9.37,7.18
7350,2025/03,58756000000,-,10486000000,7941000000,371.9,5.17,0.27
7351,2025/08,5085553000,557483000,613021000,407051000,46.35,9.88,7.76
7352,2025/08,18077366000,819999000,807250000,494316000,11.38,14.75,4.97
7353,2025/12,-,-,-,-,42.94,18.36,5.9
7354,2025/12,22694234000,2132605000,-,1344550000,28.97,9.04,4.9
7356,2025/09,1630179000,19464000,13168000,11734000,0.79,3.49,1.26
7357,2026/02,-,-,-,-,-2.51,-,-
7358,2025/12,34409000000,1840000000,1812000000,1142000000,117.09,12.33,6.92
7359,2025/12,6219055000,195512000,665498000,230425000,22.87,30.13,6.28
7360,2025/11,864425000,-221613000,-219352000,-151641000,-58.02,-,-
7361,2025/09,8945582000,781935000,773443000,398482000,125.96,26.46,8.86
7362,2025/12,4886212000,40682000,138635000,81970000,53.98,5.79,1.41
7363,2024/12,1528358000,50091000,47596000,17186000,19.42,2.44,1.1
7366,2025/03,33214000000,3477000000,-,2402000000,67.27,19.26,7.34
7367,2025/03,8184641000,1074747000,960447000,552623000,25.18,20.55,7.59
7368,2025/03,10020947000,980140000,1027873000,725806000,153.77,9.23,5.02
7369,2025/06,13007061000,472173000,444143000,168261000,35.83,7.69,2.55
7370,2025/05,2919699000,841034000,844062000,539211000,74.07,11.63,10.17
7371,2025/06,5536925000,386367000,400320000,342190000,27.76,2.77,2.36
7372,2025/09,6046172000,294860000,-,145543000,28.42,2.92,1.18
7373,2025/08,13269538000,3102587000,3193257000,1954663000,128.97,27.17,17.93
7374,2025/03,8392191000,1303131000,1311797000,1039183000,167.91,17.99,15.71
7375,2025/06,4070479000,182224000,151206000,146082000,43.63,69.03,4.22
7376,2025/09,1467462000,-98050000,-92409000,-73653000,-22.08,-,-
7377,2025/06,36975577000,-,2709051000,1922581000,236.28,12.41,7.52
7378,2025/10,6647361000,1419373000,-,1023632000,140.51,32.66,21.18
7379,2025/07,-,-,-,-,31.35,8.56,6.01
7380,2025/03,136301000000,-,31238000000,20840000000,577.3,4.97,0.27
7381,2025/03,89576000000,-,12298000000,8120000000,35.5,3.83,0.13
7383,2025/03,23032000000,2103000000,-,1350000000,13.86,7.04,1.91
7384,2025/03,84674000000,-,2432000000,1227000000,43.19,0.78,0.02
7386,2024/09,1984996000,815977000,871114000,597928000,253.06,21.57,5.12
7388,2025/11,32104060000,2984185000,3153767000,2042386000,88.79,17.28,11.1
7389,2025/03,101036000000,-,10282000000,9097000000,185.42,2.57,0.13
7399,2025/03,9818215000,122296000,246711000,212726000,31.91,1.81,1.47
7408,2025/03,78996147000,7414604000,5885428000,4286458000,159.64,22.75,3.71
7409,2025/06,3602276000,655174000,565172000,734432000,63.81,18.9,8.94
