財務

コード,年度,総資産,純資産,株主資本,利益剰余金,短期借入金,長期借入金,BPS,自己資本比率
2325,2025/12,35095218000,28576426000,26128929000,26186884000,-,-,2993.41,81.2
2326,2025/03,22627000000,17365000000,17318000000,18116000000,-,-,1274.38,76.6
2327,2025/03,421302000000,269815000000,261173000000,242900000000,-,-,1427.38,62
2329,2025/03,103457000000,85768000000,80075000000,73886000000,-,-,616.52,82
2330,2025/12,4712102000,3077986000,3068983000,1630360000,-,530179000,70.61,65.3
2331,2025/03,572402000000,376000000000,310098000000,278283000000,13217000000,1327000000,697.96,59.1
2332,2025/03,9818720000,7253460000,6901461000,5889105000,-,-,1354.61,73.9
2334,2025/03,1046576000,310524000,306323000,-1465720000,40000000,140006000,11.58,29.3
2335,2025/03,14366000000,10874000000,9733000000,7496000000,230000000,-,722.21,75.7
2337,2026/02,-,-,-,-,-,-,288.76,-
2338,2026/02,-,-,-,-,-,-,-12.25,-
2340,2025/03,13024445000,3820139000,3484252000,-6602976000,-,2639371000,113.41,27.4
2341,2026/02,-,-,-,-,-,-,156.13,-
2342,2025/03,9586399000,4856181000,4719036000,927674000,680000000,1247401000,285.98,49.7
2344,2025/03,34531212000,21612952000,21648063000,18289877000,-,-,1803.65,62.6
2345,2025/10,533389000,427843000,419590000,-5351287000,-,-,22.58,78.7
2349,2025/03,28233084000,21529507000,20917999000,21651768000,-,-,1970.56,76.3
2351,2025/03,4874057000,2892563000,2892563000,96548000,183012000,510771000,363.79,59.4
2353,2025/07,49984389000,22875363000,18293163000,21096275000,378000000,15812218000,59.85,38.3
2354,2026/02,-,-,-,-,-,-,423.77,-
2359,2025/03,25157734000,18532134000,18093957000,17808539000,1352359000,60000000,1288.66,73.6
2370,2025/09,4254070000,3777572000,3743957000,-1362138000,-,-,14.27,88.8
2371,2025/03,93504000000,62134000000,61811000000,61701000000,-,-,312.6,66.1
2372,2024/03,37148000000,12772000000,12574000000,7604000000,6360000000,9756000000,1054.81,34.4
2373,2025/10,31030379000,4491848000,3984140000,3353856000,2350000000,4672004000,327.36,14.3
2374,2025/03,30483896000,16865215000,16873741000,13670362000,-,1045902000,681.27,55.1
2375,2025/10,7812086000,2797259000,2697460000,1170240000,1100000000,637492000,136.36,34.6
2376,2025/03,14810916000,8044470000,7995148000,6714250000,50000000,2733914000,1434.47,54.3
2378,2025/03,55435594000,12118500000,12205628000,5688784000,4200000000,5318053000,640.71,21.8
2379,2026/02,-,-,-,-,-,-,703.28,-
2384,2025/12,346852000000,126553000000,90538000000,86470000000,20626000000,49040000000,2435.23,27.9
2385,2025/06,6812899000,6037741000,6022175000,2228621000,-,-,230.22,88.4
2388,2025/09,3684956000,2970605000,3428423000,-7397669000,2897000,50079000,68.39,78.8
2389,2025/12,-,-,-,-,-,-,1576.2,-
2391,2025/07,6653282000,5635688000,5025555000,4464149000,-,-,849.93,84.7
2393,2025/03,26712600000,17518584000,17256022000,13133220000,2250000000,5207000,1126.87,65.5
2395,2025/03,92416508000,40085590000,32124455000,20087636000,11777811000,22271126000,961.35,43.3
2397,2025/03,-,-,-,-,-,-,99.71,-
2404,2025/08,4503948000,656077000,642031000,525519000,277800000,1508363000,48.06,14.3
2408,2025/12,6889610000,6022083000,5958349000,3996726000,-,-,822.42,87.4
2410,2025/09,7733520000,4628417000,4628417000,4135344000,-,-,879.66,59.8
2411,2026/03,-,-,-,-,-,-,353.73,-
2412,2024/03,-,-,-,-,-,-,153.43,-
2413,2025/03,581741000000,412799000000,378436000000,289848000000,3078000000,21342000000,557.32,65.1
2415,2025/03,50743779000,18096087000,18077380000,16042803000,-,6731405000,1743.7,35.7
2418,2025/12,140138000000,39792000000,35276000000,35262000000,-,58346000000,785.95,26.6
241A,2025/09,5625353000,1955226000,1954122000,-1516197000,-,980950000,268.68,34.7
2424,2025/07,11411573000,4155054000,4155120000,3355213000,-,2743461000,781.22,36.4
2425,2025/03,4119351000,2923418000,2951853000,2756925000,-,-,770.7,71
2428,2025/06,29302442000,8860702000,8779754000,5317097000,-,1500000000,467.03,29.9
2429,2025/12,185692000000,53342000000,49445000000,45505000000,47645000000,40231000000,2764.61,26.6
242A,2025/09,1723995000,1268848000,1268848000,822662000,-,65034000,1139.62,73.6
2432,2025/03,394188000000,252875000000,241734000000,184544000000,31024000000,5125000000,2169.97,61.3
2433,2025/03,1050191000000,413682000000,336312000000,346296000000,6882000000,84091000000,1062.25,37.2
2435,2025/03,20003000000,1496000000,1488000000,808000000,3740000000,5083000000,132.33,7.4
2436,2025/12,6656470000,4699002000,4086070000,3072978000,50000000,147158000,478.32,62.8
2437,2025/05,3313026000,2347834000,2342915000,-876405000,90000000,166691000,212.72,70.7
2438,2025/04,6349226000,5386354000,5350699000,5247868000,-,-,342.98,84.8
2440,2025/03,11128907000,4978010000,4771280000,230160000,1200000000,2200000000,87.35,44.3
2445,2025/03,75076000000,22583000000,21066000000,18469000000,6842000000,19177000000,478.98,29.2
2449,2025/08,7008000000,5600396000,5197681000,4457847000,-,-,1208.2,76.5
244A,2025/08,4726352000,3377376000,3228719000,2292547000,150000000,206275000,1012.84,71.4
2454,2025/03,8410932000,4447276000,4046296000,998430000,-,-,289.5,48.1
2459,2025/05,760108000,334633000,260901000,-377873000,-,208686000,44.6,44
245A,2025/08,4563617000,1960414000,1960414000,1032642000,-,1055823000,778.59,43
2461,2025/12,22927473000,17580433000,17436554000,15952716000,-,-,264.65,76.5
2462,2025/05,40446464000,17798030000,17598008000,16624640000,1820000000,5012070000,927.46,44
2464,2025/03,7402395000,4563163000,4556171000,1783133000,-,87500000,360.34,61.6
2467,2025/03,1305131000,536339000,987277000,490150000,-,109694000,40.92,40.5
2468,2024/03,2400175000,1734916000,1554986000,-29192000,400000000,11000000,167.19,65.2
2469,2025/03,44112000000,12007000000,11075000000,7533000000,7292000000,7224000000,1150.56,25.9
246A,2025/06,1450591000,1056221000,1037577000,610382000,55000000,24750000,393.17,72.8
2471,2025/11,41667000000,10204000000,10213000000,10072000000,5317000000,3544000000,130.76,24.5
2475,2025/03,41753226000,33241048000,31576318000,31144590000,-,-,1624.01,76.4
2477,2025/06,7218071000,6768403000,6768403000,5670649000,-,-,1077.93,93.8
2479,2025/03,2217882000,1418955000,1401679000,970128000,-,19895000,177.22,64
247A,2025/03,6966482000,3309977000,3309647000,1681820000,-,632815000,56.68,47.5
2480,2025/03,4382363000,3701024000,3462699000,3098683000,-,-,1048.98,84.5
2481,2025/06,5792005000,5108088000,4928200000,3959608000,-,-,925.27,88.2
2483,2025/03,8836284000,6760747000,6724157000,5703194000,-,-,2018.03,76.5
2484,2025/08,38848000000,28625000000,28625000000,-20637000000,-,-,256.62,73.7
2485,2025/09,27868000000,8603000000,8627000000,5205000000,292000000,10301000000,382.32,30.9
2488,2025/03,5911212000,3655271000,3655271000,2159031000,-,-,643.89,61.8
2489,2025/12,22295149000,13957627000,12532035000,7538448000,-,-,345.2,60.5
248A,2025/12,-,-,-,-,-,-,909.14,-
2491,2025/12,16142000000,12181000000,11880000000,20427000000,-,-,561.9,75.5
2492,2025/12,18172023000,12180888000,12142140000,6777628000,2270000000,-,53.64,66.8
2493,2025/11,6106062000,3707858000,3634070000,294337000,150000000,222802000,838.04,60.7
2497,2025/03,24842451000,21770259000,20642184000,18010430000,100000000,96521000,535.75,84.7
2498,2025/09,78184703000,28691743000,25716772000,23488784000,18465495000,-,2364.88,36.4
2499,2025/12,-,-,-,-,-,-,411.73,-
2501,2025/12,653690000000,220117000000,218862000000,85689000000,51389000000,119199000000,561.41,33.5
2502,2024/12,5403405000000,2674051000000,2668801000000,1418660000000,451129000000,828047000000,1775.82,49.4
2503,2025/12,3494043000000,1595148000000,1286991000000,1201090000000,81000000000,842434000000,1588.59,36.8
250A,2025/03,24824902000,18058855000,17231186000,15360245000,-,-,1187.65,72.7
2531,2025/03,477587000000,300903000000,194376000000,180449000000,12315000000,30689000000,1255.93,51.3
2533,2025/12,59235000000,26976000000,24505000000,14755000000,1950000000,600000000,464.66,44.2
253A,2025/09,9269330000,3444731000,3611647000,1860319000,1600000000,277954000,540.87,37.2
2540,2025/03,53518979000,46062182000,36834934000,39209239000,-,-,3325.39,86.1
254A,2025/03,7629000000,5687000000,4716000000,2892000000,447000000,189000000,598.59,61.8
2551,2025/09,27022322000,7017500000,6769716000,5455617000,300000000,5564009000,3130.92,26
255A,2025/03,58375184000,44406948000,41818027000,31744646000,2596945000,2536028000,3405.29,76.1
256A,2025/03,157166000000,50450000000,49524000000,38325000000,22089000000,14322000000,2629.86,32
2573,2025/12,54250000000,43368000000,43018000000,35161000000,-,-,3187.18,79.9
2579,2025/12,698486000000,380199000000,379892000000,30156000000,63978000000,49924000000,2292.46,54.4
2585,2025/03,33207000000,14230000000,13906000000,11494000000,3290000000,7884000000,272.27,42.9
2586,2025/03,3547978000,2955961000,2955137000,-952979000,-,-,37.11,83.2
2587,2025/12,2218015000000,1425198000000,1315948000000,767388000000,14950000000,506000000,4258.74,59.3
2588,2025/03,112076000000,25073000000,25057000000,16640000000,-,-,843.99,22.4
2590,2026/01,-,-,-,-,-,-,2028.78,-
2593,2025/04,344598000000,175971000000,172137000000,153367000000,24177000000,35001000000,2067.2,50.6
2594,2025/03,58235000000,30958000000,32331000000,25170000000,8223000000,-,1431.08,52.6
2597,2025/12,15507572000,7099398000,7087419000,1466525000,350000000,787500000,530.48,45.8
2599,2024/03,21139670000,8440399000,7788152000,7152565000,-,6957346000,1750.33,39.9
259A,2025/09,4542097000,1269632000,1252834000,847014000,440000000,689842000,1203.21,28
2602,2025/03,388242000000,198086000000,169353000000,135402000000,25138000000,50623000000,5772.43,48.2
2607,2025/03,597076000000,214524000000,206923000000,155205000000,175284000000,57691000000,2819.71,34.7
260A,2024/12,5601191000,3371174000,3371014000,-5157169000,249608000,1315955000,97.16,60.2
2612,2025/03,43536000000,35265000000,34268000000,30400000000,-,-,1277.26,81
2613,2025/03,170164000000,106288000000,100243000000,59411000000,-,5850000000,3198.98,62.2
261A,2025/12,-,-,-,-,-,-,1266.67,-
262A,2025/12,62952000000,25966000000,25828000000,15368000000,18000000000,-,848.53,41.2
263A,2025/03,294130000,9712000,9712000,-123147000,-,143377000,16.91,3.3
264A,2025/09,3442292000,1855154000,1855154000,359698000,-,400000000,150.23,53.9
2651,2024/02,2297498000000,289300000000,284752000000,174429000000,90850000000,99000000,2845.3,12.4
2652,2025/09,18907285000,11822655000,11821632000,10252618000,2400000000,1111196000,364.95,62.5
2653,2026/02,-,-,-,-,-,-,1764.46,-
2654,2025/03,9325971000,6640874000,6476985000,4494612000,22340000,-,491.76,71
2656,2025/03,353416000,237183000,233298000,-3748273000,-,-,11.71,66
2659,2026/02,-,-,-,-,-,-,2529.01,-
265A,2025/12,2083963000,1681986000,1681906000,418425000,-,-,416.99,80.7
2664,2025/03,199601000000,114410000000,114306000000,90765000000,-,10752000000,5120.25,57.3
2666,2025/03,7520246000,4139399000,4139399000,1533677000,500000000,880000000,286.45,55
2667,2025/09,1392535000,717698000,675816000,-3880627000,-,-,52.56,48.9
2668,2026/02,-,-,-,-,-,-,791.3,-
2669,2026/02,-,-,-,-,-,-,3156.89,-
2670,2026/02,-,-,-,-,-,-,1607.64,-
2673,2025/03,3298934000,2425332000,2375473000,1690537000,347714000,333000000,239.71,73.5
2674,2025/03,25617734000,18373110000,16688915000,13132286000,2950000000,-,1314.75,71.3
2676,2025/03,23459648000,16834559000,15431040000,13893488000,-,-,905.18,71.8
2678,2025/05,227782000000,81254000000,77572000000,43393000000,380000000,13735000000,831.73,34.2
2681,2025/03,252807000000,90469000000,90467000000,77527000000,-,71475000000,2272.12,35.7
2683,2026/02,-,-,-,-,-,-,358.54,-
2685,2026/02,-,-,-,-,-,-,1765.59,-
2686,2026/02,-,-,-,-,-,-,-55.44,-
2687,2026/02,-,-,-,-,-,-,633.22,-
2689,2025/06,45871212000,12255637000,11768515000,11382644000,400080000,1516580000,2068.59,26.7
268A,2025/12,185209000000,88396000000,88396000000,36462000000,6855000000,48700000000,391.01,47.7
2692,2025/03,271551000000,115592000000,101423000000,89449000000,-,-,9109.55,42.6
2693,2025/12,17085020000,7972040000,7565418000,4264247000,1500000000,1769778000,684.45,46.5
2694,2025/03,16610756000,6752009000,6749458000,507755000,300000000,4186259000,28.67,40.6
2695,2025/10,156015000000,86258000000,59241000000,44743000000,1172000000,-,1568.49,40
2698,2026/02,-,-,-,-,-,-,658.2,-
269A,2025/09,597708000,498288000,498204000,-226997000,-,-,315.9,83.4
2700,2025/12,56612879000,21034615000,19043639000,18325831000,11752626000,2578280000,2498.06,36.1
2702,2025/12,364473000000,280467000000,284536000000,218302000000,-,-,2109.44,77
2705,2025/03,11874000000,4719000000,4214000000,-136000000,-,1000000000,617.45,37.7
2708,2025/03,22969000000,7919000000,7277000000,6177000000,-,775000000,1711.74,34.5
2715,2024/03,117212000000,69249000000,69249000000,61391000000,296000000,-,1828.2,59.1
2721,2025/12,534264000,119924000,112131000,-967974000,-,-,11.53,21
2722,2025/05,6077000000,2388002000,2374556000,1354965000,100000000,998326000,315.03,39.1
2726,2026/02,-,-,-,-,-,-,481.14,-
272A,2025/04,26167172000,12006031000,11743441000,10226075000,-,5225316000,1343.25,45.7
2730,2025/03,434830000000,222946000000,224870000000,138602000000,31255000000,40667000000,2122.68,51.2
2733,2025/03,311728000000,116557000000,110634000000,80373000000,12019000000,12629000000,3490.46,37.4
2734,2025/11,218345000000,93567000000,81630000000,49488000000,4356000000,46949000000,1428.21,42
2735,2025/08,27510760000,13029940000,12892766000,11432731000,-,1962278000,983.37,47.3
2736,2025/08,7189331000,1664234000,1539038000,131703000,1650000000,768165000,455.38,22.6
2737,2025/03,113970000000,49621000000,44003000000,41936000000,14054000000,-,7296.07,43.5
2742,2026/02,-,-,-,-,-,-,3630.03,-
2743,2025/12,2598941000,1148491000,1164665000,-11567220000,-,-,7.88,43.9
2747,2026/02,-,-,-,-,-,-,4680.89,-
2749,2025/03,37622519000,19508514000,19554338000,17078574000,-,5300153000,228.06,51.9
274A,2026/02,-,-,-,-,-,-,1076.55,-
2750,2025/03,39231163000,13900966000,11891303000,10452985000,7527416000,2641150000,1576.43,31.2
2751,2025/04,26219000000,17222000000,15781000000,16239000000,2000000,1640000000,1316.57,60.4
2752,2025/12,24429000000,8685000000,8484000000,-2636000000,-,5200000000,169.27,35.5
2753,2026/03,-,-,-,-,-,-,1095.7,-
2754,2024/03,7982312000,5308588000,5248590000,4837682000,841144000,-,1084.8,65.8
275A,2026/02,-,-,-,-,-,-,94.7,-
2760,2025/03,156841000000,49004000000,45414000000,41289000000,8200000000,24660000000,1624.1,30.5
2762,2025/06,2430000000,320000000,309000000,-942000000,80000000,339000000,8.94,13
2763,2025/03,40592000000,29842000000,29842000000,27988000000,-,-,1003.79,73.5
2764,2025/03,12142074000,5895201000,5758382000,56240000,1700000000,1897500000,83.19,48.4
2767,2025/03,98953000000,56247000000,51342000000,37520000000,900000000,8033000000,820.43,51.6
2768,2025/03,3087252000000,1007616000000,968956000000,567439000000,199725000000,886748000000,4595.93,31.4
2769,2025/05,17399000000,1872000000,1889000000,-4249000000,375000000,6181000000,237.32,10.7
276A,2025/08,3791752000,2095545000,2093970000,979300000,1450000000,-,489.72,55.2
2776,2026/01,-,-,-,-,-,-,61.75,-
2778,2026/02,-,-,-,-,-,-,130.9,-
277A,2025/05,8767516000,5869749000,5757878000,2705078000,-,-,200.22,65.6
2780,2025/03,88625747000,33199233000,31384726000,27738952000,34952500000,9217935000,2990.61,37
2782,2025/03,141496000000,108002000000,107971000000,107014000000,-,-,1435.44,76.3
2784,2025/03,1439885000000,482247000000,428484000000,399650000000,-,10000000000,2650.26,33.5
2788,2025/12,20540676000,10892565000,9941159000,5491921000,5110000000,1903743000,799.65,50
2789,2026/02,-,-,-,-,-,-,379.56,-
278A,2026/01,-,-,-,-,-,-,515.12,-
2790,2025/03,225195000000,153956000000,153779000000,156419000000,18355000000,-,6262.78,68.4
2791,2025/05,116403000000,61064000000,60837000000,58840000000,11061000000,3945000000,4400.78,52.4
2792,2025/05,52997563000,44706952000,45980988000,38492111000,-,-,1603.85,84.4
2795,2025/03,10367855000,7886030000,7476787000,6958594000,-,-,1498.45,76.1
2796,2025/05,31924000000,6918000000,6614000000,2938000000,-,11053000000,586.13,20.9
2798,2026/02,-,-,-,-,-,-,267.91,-
2801,2025/03,679414000000,516049000000,508539000000,415215000000,3842000000,14400000000,539.54,74.8
2802,2025/03,1721131000000,813273000000,746804000000,590517000000,5923000000,211795000000,751.01,43.4
2804,2025/03,32474390000,21445241000,17674922000,15275860000,230000000,4035219000,1634.01,66
2805,2025/03,137093000000,80267000000,71504000000,68386000000,8170000000,9739000000,3321.23,58.6
2806,2025/03,25755000000,22504000000,21629000000,22766000000,-,-,3238.94,87.4
2809,2025/11,-,-,-,-,-,-,2328.48,-
280A,2025/11,2770148000,1424266000,1429192000,837091000,200000000,142436000,385.13,51.4
2810,2025/03,435074000000,322878000000,252290000000,232501000000,7859000000,6549000000,3113.86,67.3
2811,2025/12,375820000000,214890000000,190559000000,123007000000,58929000000,-,2097.1,50.7
2812,2024/03,-,-,-,-,-,-,1680.34,-
2813,2025/03,14564554000,8553965000,7251850000,4635401000,1500000000,668505000,3432.1,58.7
2814,2025/03,21163602000,19294294000,18305008000,14553133000,670000000,-,4717.95,91.2
2815,2025/03,145734809000,128383495000,110755454000,97741165000,-,-,3990.74,87.2
2816,2025/03,18705000000,9799000000,9725000000,8589000000,-,2440000000,1015.16,52.4
2818,2025/03,10271750000,6358198000,6298318000,3085394000,1350000000,-,920.6,61.9
2819,2025/03,47372000000,34217000000,32455000000,29648000000,62000000,357000000,3501.28,72.2
