CF

コード,年度,営業CF,投資CF,財務CF,設備投資,現金同等物,営業CFマージン
5444,2025/03,71028000000,-85679000000,-42987000000,-16296000000,124021000000,42.21
5445,2025/03,8183000000,-5596000000,-4762000000,-5863000000,14161000000,9.91
5446,2025/03,1617825000,-1029876000,-1120380000,-1060000000,2238345000,5.63
5449,2025/03,7613000000,-5875000000,-1472000000,-8100000000,44140000000,6.54
5451,2025/03,11311000000,-6736000000,-12508000000,-5745000000,50761000000,5.43
5458,2025/03,39000000,-272000000,-105000000,-194000000,1318000000,0.32
5461,2025/03,21525000000,-9091000000,-3011000000,-5480000000,21439000000,42.17
5463,2025/03,28144000000,13701000000,-26285000000,-24180000000,95132000000,10.76
5464,2025/03,4058000000,-3843000000,-2617000000,-1233000000,15933000000,8.79
5471,2025/03,53516000000,-15586000000,-22715000000,-46858000000,61218000000,9.31
5476,2025/03,-4109000000,-846000000,4329000000,-968000000,204000000,-11.17
5480,2025/03,11041000000,-11389000000,-7394000000,-14302000000,9369000000,6.42
5481,2024/03,40644000000,-15924000000,-27446000000,-17703000000,30657000000,11.49
5482,2025/03,25354000000,-17918000000,-17674000000,-18616000000,36275000000,8.47
5484,2025/03,2131030000,-589454000,-485681000,-549547000,8354860000,10.06
5491,2025/03,1209000000,1708000000,-3187000000,-1607000000,11834000000,2.36
5527,2025/11,-908612000,-197291000,1050419000,-73246000,4259793000,-1.78
5530,2025/06,590628000,-515966000,-2259000,-695520000,1467677000,7.5
5532,2025/09,3560622000,-7926270000,4182443000,-7766772000,947147000,36.36
5533,2025/09,869044000,-213038000,-288202000,-229229000,4516925000,13.61
5535,2025/03,-7305244000,-103323000,5389634000,-176421000,6869213000,-14.13
5537,2025/12,1105544000,-145280000,1131800000,-105305000,3497606000,13.5
5541,2025/03,3011000000,-153000000,-7000000,-386000000,24975000000,22.85
5542,2025/12,483949000,-1855836000,-239978000,-346740000,1814462000,8.74
554A,2025/03,145644000,-58454000,-,-57995000,323705000,10.56
5563,2025/12,14569000000,-5583000000,-8914000000,-4086000000,6008000000,18.85
556A,2025/04,154266000,-129788000,117068000,-33859000,243441000,5.32
5570,2025/09,588906000,-271999000,-762212000,-91829000,3065522000,43.08
5571,2025/03,-242336000,-3453478000,3861017000,-231489000,2695708000,-2.67
5572,2025/07,51323000,-53143000,-286323000,-21272000,1827826000,1.98
5574,2025/08,1621241000,-28412000,124278000,-15928000,4586017000,45.22
5575,2025/05,387323000,-213557000,-46584000,-195297000,1151883000,23.65
5576,2025/03,461992000,-444892000,-184130000,-21945000,2038514000,6.01
5577,2025/05,-205040000,-111500000,78367000,-60855000,1378758000,-9.97
5578,2025/08,1141939000,-192115000,-377382000,-263349000,2902067000,8.07
5579,2025/03,243766000,-656873000,-275301000,-60002000,1402792000,5.75
5580,2025/08,-76123000,-39854000,203434000,-53166000,550536000,-2.69
5582,2025/06,405952000,-46237000,-62411000,-46252000,3197791000,19.67
5585,2024/10,320480000,-293377000,54727000,-293377000,2626337000,23.71
5586,2025/09,215846000,300752000,8828000,-55419000,2048825000,11.36
5587,2025/09,616024000,-360321000,55308000,-241767000,920874000,20.49
5588,2025/12,349348000,-266091000,79019000,-266091000,1769361000,14.74
5589,2025/12,-,-,-,-,-,42.28
558A,2025/12,688138000,-278421000,468644000,-9396000,1928399000,12.82
5590,2025/12,-,-,-,-,-,49.64
5591,2025/12,163641000,-6547000,-81698000,-3015000,642658000,9.78
5592,2025/03,-5326790000,-1801428000,-5358632000,-1895454000,2104095000,-47.56
5595,2025/05,1473000000,-7040000000,11534000000,-7774000000,11833000000,54.94
5596,2025/03,320384000,-24752000,-426228000,-24239000,873737000,19.36
5597,2025/12,-327710000,-27896000,675318000,-27896000,988216000,-31.17
5599,2025/03,344056000,-402579000,-63411000,-416365000,1997944000,17.71
559A,2025/06,250298000,-246607000,-242119000,-234270000,1516017000,9.32
5602,2025/03,-2338000000,-3574000000,2189000000,-4006000000,15663000000,-1.85
5603,2025/03,4807000000,-1030000000,-3291000000,-1158000000,3158000000,18.27
5607,2025/03,3616171000,-2354379000,-1089744000,-1267000000,3967277000,10.06
5609,2025/03,685000000,-1097000000,-123000000,-899000000,586000000,4.79
5610,2024/12,-,-,-,-,-,-0.53
5612,2025/03,142000000,-1474000000,820000000,-2531000000,2908000000,0.84
5616,2025/12,-4449000,-44781000,-36000000,-44913000,458160000,-0.43
5618,2025/12,-257877000,-108012000,225807000,-23107000,1094654000,-3.83
5619,2025/12,-,-,-,-,-,-2.32
5621,2025/03,1025908000,-234423000,-142023000,-237807000,3974081000,16.94
5631,2025/03,-4567000000,-12272000000,-5723000000,-18150000000,75150000000,-1.84
5632,2025/03,6010000000,-5171000000,-6541000000,-4244000000,16141000000,3.77
5644,2025/03,5482000000,-4001000000,-894000000,-4135000000,9734000000,12.47
5658,2025/03,2366059000,-2106000000,-1600661000,-2046000000,7330212000,6.93
5659,2025/03,4719000000,-1341000000,-1705000000,-1187000000,16479000000,10.09
5660,2025/03,1133000000,-697000000,-132000000,-1093000000,3330000000,3.3
5695,2025/03,856859000,-504256000,-275712000,-553127000,2804117000,9.38
5697,2025/03,1417700000,-522014000,-684711000,-564120000,3129061000,5.8
5698,2025/06,3469840000,-1328122000,-2075014000,-1219000000,6864177000,7.07
5699,2025/12,71726000,-1443388000,718198000,-1782067000,1529575000,0.72
5702,2025/03,-10043000000,-4203000000,14566000000,-4451000000,7244000000,-3.35
5703,2025/03,12059000000,-19107000000,6243000000,-21373000000,34690000000,2.19
5704,2025/12,667253000,-168395000,-493566000,-170685000,425004000,20.7
5706,2025/03,76697000000,-20873000000,-43634000000,-31300000000,44465000000,10.77
5707,2025/03,2896000000,-370000000,5028000000,-1591000000,20979000000,2.29
5711,2025/03,58889000000,-79383000000,-13208000000,-58878000000,88642000000,3
5713,2025/03,149644000000,-138884000000,-6180000000,-117378000000,159712000000,9.39
5714,2025/03,12827000000,-41418000000,-4120000000,-46719000000,41249000000,1.89
5715,2025/03,5000000,15098000000,-9234000000,-7657000000,24391000000,0
5721,2025/03,-253412000,259713000,-22000,-878000,2160848000,-39.94
5724,2025/09,409988000,-801169000,3551265000,-1618656000,4050929000,4.72
5726,2025/03,2859000000,-3475000000,-694000000,-5425000000,4619000000,5.51
5727,2025/03,19283000000,-11631000000,-4935000000,-12388000000,4599000000,21.67
5729,2025/03,-919232000,-628653000,645278000,-340000000,2128680000,-3.65
5741,2025/03,9119000000,-36873000000,12485000000,-41863000000,26329000000,0.91
5742,2025/03,410736000,-5389000,-209429000,-3000000,598750000,6.18
5753,2025/03,299000000,-81000000,-221000000,-72000000,187000000,1.14
5757,2025/03,5312000000,-2321000000,-279000000,-4350000000,3696000000,4.25
5759,2024/03,698194000,-2108644000,1110173000,-2027000000,3376480000,4.19
5801,2025/03,59833000000,-7235000000,-44150000000,-38600000000,66092000000,4.98
5802,2025/03,402253000000,-223904000000,-150825000000,-243273000000,294487000000,8.6
5803,2025/03,115908000000,-20912000000,-57395000000,-30700000000,184244000000,11.83
5805,2025/03,13112000000,71000000,-1451000000,-6830000000,19153000000,5.51
5809,2024/03,3279000000,-2726000000,-,-2462000000,1780000000,5.11
5816,2025/12,1807878000,-1520152000,-737227000,-1429000000,7228236000,4.07
5817,2026/02,-,-,-,-,-,22.2
5819,2025/12,1760538000,-3609583000,-464070000,-337000000,7606012000,13.42
5820,2025/03,154545000,-55549000,276856000,-223431000,2039773000,1.42
5821,2025/03,3888000000,-2242000000,-912000000,-1649000000,10803000000,12.62
5830,2025/03,-160043000000,134864000000,-23976000000,-19300000000,1119510000000,-69.02
5831,2025/03,-521034000000,16506000000,-36788000000,-14836000000,879153000000,-152.67
5832,2025/03,46944000000,-265073000000,4214000000,-10700000000,1201718000000,22.17
5834,2025/03,-26506000000,-123000000,22931000000,-28000000,8936000000,-63.24
5836,2024/12,417503000,-221961000,858547000,-26573000,2015669000,5.12
5838,2025/03,183758000000,-732563000000,-,-13969000000,4241852000000,99.58
5842,2025/12,-1380000000,-84000000,-1394000000,-85000000,19277000000,-10.11
5843,2025/09,383745000,-65066000,-19305000,-59769000,2759797000,10.27
5844,2025/03,501615000000,-84877000000,-24020000000,-5943000000,1322262000000,299.9
5845,2025/03,3063000000,-668000000,-328000000,-182000000,7268000000,11.94
5851,2025/12,13888000000,-22529000000,7651000000,-18347000000,27292000000,4.49
5852,2025/03,15308000000,-12889000000,-1043000000,-11101000000,13446000000,9.4
5856,2025/03,-2015543000,4551534000,-302775000,-228482000,2830841000,-19.55
5857,2025/03,14685000000,250000000,-6207000000,-8240000000,17555000000,2.9
5858,2025/03,-,-,-,-,-,8.43
5867,2025/12,210652000,-71630000,-16699000,-13004000,1380687000,6.16
5868,2025/12,665987000,-615000000,-70338000,-98273000,1586975000,7.25
5869,2025/03,1259665000,-1140970000,-843304000,-645006000,3769356000,18.03
5870,2025/03,427581000,-91119000,-503920000,-95000000,829478000,5.01
5871,2025/12,-208000000,-2205000000,-181000000,-670000000,4592000000,-0.81
5884,2025/06,46685000,-1343455000,1344016000,-847515000,1029592000,1.52
5885,2025/05,596336000,-126872000,-78671000,-100922000,3334112000,8.99
5888,2026/01,-,-,-,-,-,3.47
5889,2026/01,-,-,-,-,-,28.77
5891,2025/12,496939000,-1237836000,505104000,-753311000,3452275000,3.38
5892,2025/03,-537913000,-1109457000,2017699000,-338059000,983419000,-6.48
5900,2026/02,-,-,-,-,-,4.63
5901,2025/03,94062000000,-51109000000,-18768000000,-36527000000,110007000000,10.2
5902,2025/03,12509000000,-10158000000,-1760000000,-10961000000,13272000000,13.54
5903,2025/06,672761000,-1879108000,-31068000,-1708000000,1970044000,9.13
5905,2025/03,896171000,640144000,-277147000,-437179000,1896368000,7.96
5906,2025/03,516561000,-256654000,-216598000,-282000000,2515173000,1.83
5909,2025/03,-423000000,-2749000000,-817000000,-2088000000,13234000000,-0.5
5911,2025/03,-2171000000,-1975000000,-3701000000,-5775000000,16832000000,-1.36
5915,2025/03,8184000000,-869000000,-3591000000,-,10317000000,20.18
5918,2025/03,3620000000,-2465000000,2569000000,-1801000000,6780000000,15.18
5921,2025/09,3243141000,-206000000,-1130349000,-462121000,3166478000,13.39
5922,2025/03,1710072000,-1756553000,-1301214000,-784000000,7423599000,7.45
5923,2025/03,-547359000,-393734000,1088108000,-636451000,2288699000,-2.97
5928,2025/03,54769000,-163178000,-83268000,-137000000,1880895000,0.66
5929,2025/03,76942000000,-30174000000,-42890000000,-15656000000,103114000000,11.62
5930,2025/03,10975000000,-3745000000,-6795000000,-6232000000,39693000000,4.8
5932,2025/05,3216000000,-14334000000,7470000000,-12167000000,20221000000,0.89
5933,2025/03,5424243000,-5560687000,-103998000,-5482000000,6783797000,8.81
5935,2024/03,-126770000,-520346000,517224000,-229000000,935130000,-0.89
5936,2025/03,-160640000,-66837000,-672864000,-588237000,3799282000,-0.77
5938,2025/03,100002000000,-28127000000,-72470000000,-63582000000,123527000000,6.65
5939,2025/03,783406000,-356687000,-74364000,-366000000,1910888000,9.92
5940,2025/03,-74000000,-1593000000,-1871000000,-2424000000,12091000000,-0.07
5941,2025/03,544473000,-3932469000,574116000,-2038144000,2996532000,1.36
5942,2025/11,2994067000,-2439492000,-345456000,-2460000000,5113885000,10.75
5943,2025/12,9962000000,-11125000000,-3673000000,-11187000000,22850000000,4.93
5945,2025/03,2496001000,-1281567000,-831310000,-399689000,8795601000,19.01
5946,2025/12,4807000000,-3491000000,-1564000000,-1855000000,3379000000,10.34
5947,2025/03,57502000000,-22685000000,-26503000000,-16300000000,136300000000,12.49
5949,2025/03,28619000000,-12577000000,-18261000000,-13100000000,48450000000,8.67
5950,2025/12,24662000,-103760000,-153893000,-95000000,1383548000,0.49
5951,2025/03,2821947000,-2954047000,-356108000,-435000000,10086385000,14.18
5952,2025/03,461961000,-110567000,-275925000,-68000000,697563000,8.27
5953,2025/03,889000000,-489000000,-260000000,-567000000,3383000000,6.17
5955,2025/03,1115194000,-480515000,-172496000,-391099000,3435902000,9.45
5956,2025/03,457280000,-539142000,377545000,-729000000,3618535000,2.01
5957,2025/12,2930344000,-2732678000,-423647000,-1748000000,9430124000,5.83
5958,2025/03,1820000000,-950000000,-802000000,-1126000000,9596000000,6.17
5959,2025/12,2420000000,-2575000000,-2773000000,-2501000000,8463000000,3.47
5962,2025/03,234051000,-285306000,30812000,-322000000,1082019000,2.77
5965,2025/12,944363000,-2027821000,-906845000,-1770000000,7310617000,1.99
5966,2025/03,1073711000,-1252766000,-318284000,-962000000,2919153000,11.87
5967,2025/05,629230000,-352753000,-607329000,-261813000,1913048000,8.29
5969,2025/03,289294000,-138604000,-654411000,-156000000,1961297000,5.07
5970,2025/03,22540000000,-30045000000,5774000000,-34373000000,31201000000,6.64
5971,2025/04,1418145000,-1127592000,-391861000,-220000000,5049525000,13.56
5973,2025/03,903073000,-121015000,111524000,-772000000,1789091000,4.99
5974,2025/03,1017000000,-205000000,-833000000,-274000000,277000000,7.35
5975,2025/03,52246000000,-44546000000,-4412000000,-34130000000,53997000000,13.99
5976,2025/03,4107000000,-3404000000,1713000000,-2716000000,17580000000,7.13
5979,2025/03,1499527000,-1464772000,-292319000,-622518000,1002740000,17.3
5981,2025/03,2416000000,-1645000000,-31000000,-2194000000,5962000000,3.84
5982,2026/02,-,-,-,-,-,7.2
5983,2025/03,809194000,-858101000,-712065000,-990274000,4026437000,6.4
5984,2025/03,2638243000,-1750637000,1411330000,-2412000000,8061031000,13.04
5985,2025/03,654000000,1001000000,-284000000,-1865000000,9195000000,1.02
5986,2025/03,-1759225000,31466000,696854000,-786394000,4799923000,-3.48
5987,2025/06,698367000,97087000,-574316000,-402000000,2928701000,13.82
5988,2025/03,8124000000,3340000000,-6469000000,-6270000000,30236000000,12.82
5989,2025/03,21079000000,-13149000000,-7338000000,-17055000000,19310000000,9.24
5990,2025/03,132173000,-1354940000,582787000,-1901008000,1017971000,2.52
5991,2025/03,55713000000,-47784000000,-23625000000,-40252000000,81805000000,6.95
5992,2025/03,9521088000,-8067175000,-901008000,-9166000000,21560277000,8.64
5993,2025/02,-,-,-,-,-,10.34
5994,2025/03,814560000,-544503000,8825000,-2626702000,4119369000,1.91
5997,2025/12,283361000,-419737000,-100807000,-390000000,3920581000,2.38
5998,2025/03,509016000,-1302158000,912723000,-2531705000,4111966000,1.78
6005,2025/03,34119000000,-134627000000,119703000000,-10426000000,55251000000,13.57
6013,2025/03,-4066000000,1257000000,938000000,-1329000000,38073000000,-2.69
6016,2025/03,6750901000,-4702825000,1082878000,-5252331000,7411720000,23.39
6018,2025/03,1591000000,-12000000,-207000000,-669000000,4669225000,11.93
6022,2025/03,-532000000,-307000000,37000000,-807000000,610923000,-6.78
6023,2025/03,9354000000,-6513000000,-10797000000,-6808000000,21015000000,10.54
6025,2025/08,-23097000,-89530000,107484000,-26243000,661417000,-0.34
6026,2024/12,402000000,-117000000,-318000000,-162000000,1264000000,5.85
6027,2025/03,1368466000,-625133000,-41276000,-679778000,4171122000,9.72
6028,2025/06,25466000000,-1761000000,-25042000000,-556000000,43691000000,10.66
6029,2025/12,275212000,36685000,-233236000,-78183000,1128639000,7.01
6030,2025/06,2220534000,-1139983000,-1612685000,-109754000,16344995000,8.75
6031,2025/12,293328000,-39674000,-95501000,-35470000,1720618000,15.78
6033,2025/03,1532053000,-364743000,-641055000,-164644000,4049107000,13.51
6034,2025/12,417841000,-623366000,-730165000,-77295000,1670107000,9.97
6035,2025/03,773144000,-271659000,-444123000,-280000000,4153839000,13.37
6036,2025/06,5855084000,-6796566000,-27582000,-2066000000,4172742000,25.35
6037,2025/07,1436997000,-61904000,-1408980000,-20807000,1191415000,45.48
6038,2025/06,491106000,-86848000,-421477000,-37317000,3596433000,8.07
6039,2025/03,1372376000,-994383000,-608029000,-652469000,1107603000,26
6040,2025/07,2707091000,-2829138000,436559000,-2776601000,3455814000,25.88
6042,2025/03,-441341000,-295233000,539755000,-714000000,3692089000,-5.28
6044,2025/05,864578000,-30210000,-368655000,-43869000,1942107000,4.19
6045,2025/03,1579167000,-87548000,-196521000,-9231000,6097636000,40.88
6046,2025/09,-121542000,-33377000,-3324000,-28467000,914254000,-13.41
6047,2025/05,-26000000,-1142000000,55000000,-3000000,3991000000,-0.43
6048,2024/08,-100707000,-68787000,11412000,-2811000,2376748000,-4.45
6049,2025/10,799436000,-1323350000,-2863000,-4470000,6336933000,21.79
6050,2025/09,1045098000,-122262000,-339931000,-51836000,10986379000,9.23
6054,2025/12,-652481000,376150000,-9800000,-1946000,3639547000,-11.57
6055,2025/03,14195000000,-2737000000,-2145000000,-2226000000,14945000000,26.95
6058,2026/02,-,-,-,-,-,16.22
6059,2025/03,254625000,1738941000,-1103511000,-1306854000,10984263000,0.87
6060,2025/03,1111272000,-367926000,-157995000,-502000000,3695300000,10.98
6061,2025/06,2586147000,-1725399000,-534544000,-724230000,4348681000,12.61
6062,2025/06,3731000000,-8509000000,1282000000,-6833000000,9149000000,7.99
6063,2025/12,295748000,-85628000,-119479000,-36904000,2279415000,7.96
6069,2025/03,-190905000,-769005000,127630000,-19353000,2376969000,-3.08
6070,2025/03,2710718000,-129775000,-1785189000,-81083000,10724275000,6.71
6071,2025/12,2649979000,-3264388000,1310363000,-673495000,5069443000,13.14
6072,2025/03,67339000,-25415000,-187436000,-7393000,821680000,3.59
6073,2025/03,1120131000,-61501000,-2671290000,-,7106131000,7.99
6074,2025/03,124054000,17346000,58525000,-101000000,1062039000,1.48
6076,2025/11,3102000000,-4973000000,665000000,-5053000000,1097000000,15.86
6078,2025/12,1577244000,-712775000,-1222206000,-811369000,4831033000,15.67
6080,2025/09,9531280000,-26102477000,-2331694000,-86821000,16243092000,42.46
6081,2025/12,-860790000,315076000,138649000,-75571000,1528242000,-28.78
6082,2025/03,591261000,-747540000,-770873000,-379676000,6554597000,2.53
6083,2025/05,784602000,-852095000,-866007000,-495000000,5719588000,3.97
6085,2025/03,-84249000,-46690000,77870000,-43807000,211375000,-9.39
6086,2026/02,-,-,-,-,-,6.18
6087,2025/09,445244000,-343813000,-446719000,-231870000,4143252000,4.19
6088,2025/03,5390093000,-1542192000,-4073014000,-529884000,6945511000,20.5
6089,2025/03,1806000000,-695000000,-1233000000,-350000000,6936000000,1.29
6090,2025/06,373531000,-197272000,-369451000,-149900000,1594314000,25.67
6091,2025/07,1176311000,37251000,-779984000,-150000000,9567755000,7.3
6092,2025/03,21000000,-1602000000,1274000000,-1268979000,3263000000,0.2
6093,2026/02,-,-,-,-,-,7.57
6094,2025/09,-36586000,-986029000,-2992796000,-959617000,16367521000,-0.07
6095,2024/09,1890649000,1266124000,-1269931000,-255593000,7280009000,12.65
6096,2025/03,426529000,-78685000,-465326000,-97106000,2552993000,4.39
6098,2025/03,610363000000,-61054000000,-880480000000,-86900000000,808625000000,17.16
6099,2025/12,4304338000,-3465405000,-845548000,-108049000,6821116000,7.76
6101,2025/03,8855000000,-2020000000,-8762000000,-2241000000,27729000000,8.24
6103,2025/03,17802000000,-15257000000,-3498000000,-7287000000,48276000000,8.61
6104,2025/03,8331000000,910000000,-6532000000,-5794000000,54341000000,4.95
